ID,NAME,REGION,CITY,m_name
2261,HSR Layout,south,Bangalore,
2264,Kanakpura Road,south,Bangalore,
2277,Bellandur,south,Bangalore,
10866,5th Phase JP Nagar,south,Bangalore,
5467,Hulimavu,south,Bangalore,
23169,Electronics City Phase 1,south,Bangalore,
2249,Bannerghatta Road,south,Bangalore,
2262,JP Nagar,south,Bangalore,
2334,Akshaya Nagar,south,Bangalore,
10906,Sector 2 HSR Layout,south,Bangalore,
10868,6th Phase JP Nagar,south,Bangalore,
10848,4th Block Koramangala,south,Bangalore,
10860,2nd Phase JP Nagar,south,Bangalore,
12298,Kalena Agrahara,south,Bangalore,
26145,Electronic City Phase II,south,Bangalore,
9882,Singasandra,south,Bangalore,
18836,Kambipura,south,Bangalore,
2146,Chandapura,south,Bangalore,
2257,Basavangudi,south,Bangalore,
12510,Doddathoguru,south,Bangalore,
2288,Uttarahalli,south,Bangalore,
5489,Billekahalli,south,Bangalore,
6812,Gottigere,south,Bangalore,
2255,Bommanahalli,south,Bangalore,
10904,Sector 1 HSR Layout,south,Bangalore,
11720,Doddakannelli,south,Bangalore,
5387,Arekere,south,Bangalore,
2248,Banashankari,south,Bangalore,
2266,Kumaraswami Layout,south,Bangalore,
14758,8th Phase JP Nagar,south,Bangalore,
11648,BTM 1st Stage,south,Bangalore,
10852,6th block Koramangala,south,Bangalore,
10858,1st Phase JP Nagar,south,Bangalore,
2260,Hosur Road,south,Bangalore,
2269,Vijaya Bank Layout,south,Bangalore,
43525,Ananth Nagar,south,Bangalore,
10880,4th T block Jayanagar,south,Bangalore,
2250,BTM Layout,south,Bangalore,
10854,8th block Koramangala,south,Bangalore,
11674,Kaikondrahalli,south,Bangalore,
11302,Kodichikkanahalli,south,Bangalore,
11356,Banashankari Stage II,south,Bangalore,
10844,1st Block Koramangala,south,Bangalore,
11714,Kaggalipura,south,Bangalore,
11836,Green Glen Layout,south,Bangalore,
11358,Banashankari Stage III,south,Bangalore,
11556,Naganathapura,south,Bangalore,
6811, Devarachikkanahalli,south,Bangalore,
17300,Kuvempu Nagar,south,Bangalore,
5473,Kudlu Gate,south,Bangalore,
8216,Chikkalasandra,south,Bangalore,
11696,Kammasandra,south,Bangalore,
11308,Subramanyapura,south,Bangalore,
11450,Yelenahalli,south,Bangalore,
12330,Gubbalala,south,Bangalore,
17198,Iblur Village,south,Bangalore,
2285,Hosakerehalli,south,Bangalore,
5779,Padmanabhanagar,south,Bangalore,
10916,Sector 7 HSR Layout,south,Bangalore,
17206,Ittamadu,south,Bangalore,
18530,Talaghattapura,south,Bangalore,
38175,Sarjapura - Attibele Road,south,Bangalore,
2254,Anekal,south,Bangalore,
8315,Basapura,south,Bangalore,
11296,Hongasandra,south,Bangalore,
23605,9th Phase JP Nagar,south,Bangalore,
5390,Bommasandra,south,Bangalore,
5778,Ejipura,south,Bangalore,
11554,Rayasandra,south,Bangalore,
12308,Neeladri Nagar,south,Bangalore,
5334,Nagadevanahalli,south,Bangalore,
6784,Begur,south,Bangalore,
18612,Lingadheeranahalli,south,Bangalore,
5386,Yelachenahalli,south,Bangalore,
10862,3rd Phase JP Nagar,south,Bangalore,
21831,Parappana Agrahara,south,Bangalore,
42163,Sarakki Nagar,south,Bangalore,
7985,Anjanapura,south,Bangalore,
7986,Attibele,south,Bangalore,
10850,5th block Koramangala,south,Bangalore,
10888,9th Block Jayanagar,south,Bangalore,
11294,Dollar Scheme Colony,south,Bangalore,
11656,Mico Layout,south,Bangalore,
22797,Shikaripalya,south,Bangalore,
2263,Jayanagar,south,Bangalore,
5382,Tavarekere,south,Bangalore,
17208,Bannerghatta,south,Bangalore,
18842,Vasantha Vallabha Nagar,south,Bangalore,
22294,Amblipura,south,Bangalore,
34217,1A Block Koramangala,south,Bangalore,
39834,Hadosiddapura,south,Bangalore,
12326,Choodasandra,south,Bangalore,
17248,Roopena Agrahara,south,Bangalore,
22427,Dollars Layout,south,Bangalore,
41169,Kothannur,south,Bangalore,
44088,2nd Stage Arekere Mico Layout,south,Bangalore,
45471,Teachers Colony,south,Bangalore,
5490,ISRO Layout,south,Bangalore,
16352,Omkar Nagar,south,Bangalore,
17232,Konappana Agrahara,south,Bangalore,
17264,Sahyadri Layout,south,Bangalore,
33453,Chikku Lakshmaiah Layout,south,Bangalore,
2275,Vivek Nagar,south,Bangalore,
5433,Vishwapriya Layout,south,Bangalore,
10910,Sector 4 HSR Layout ,south,Bangalore,
22425,Gollahalli,south,Bangalore,
34093,Agara Village,south,Bangalore,
3929,Anand nagar,south,Bangalore,
5389,Begur Road,south,Bangalore,
5465,Dairy Circle,south,Bangalore,
10864,4th Phase JP Nagar,south,Bangalore,
11496,Somasundara Palya,south,Bangalore,
14752,Hosa Road,south,Bangalore,
22363,Kudlu,south,Bangalore,
34005,Maragondanahalli,south,Bangalore,
5374,Adugodi,south,Bangalore,
5399,Shanti Nagar,south,Bangalore,
10876,1st Block Jayanagar,south,Bangalore,
10882,5th Block Jayanagar,south,Bangalore,
10908,Sector 3 HSR Layout ,south,Bangalore,
11598,Navodaya Nagar,south,Bangalore,
31919,Kariyammana Agrahara,south,Bangalore,
34007,Vittasandra,south,Bangalore,
34895,3rd Block Banashankari,south,Bangalore,
46314,Mallasandra,south,Bangalore,
4216,Giri Nagar,south,Bangalore,
8351,Konanakunte,south,Bangalore,
10856,2nd Block Koramangala,south,Bangalore,
11508,Sunder Ram Shetty Nagar,south,Bangalore,
11630,BCMC Layout,south,Bangalore,
11672,Kaveri Nagar,south,Bangalore,
11704,AGS Layout,south,Bangalore,
11712,Mylasandra,south,Bangalore,
11718,Hosapalya,south,Bangalore,
11722,Doddakallasandra,south,Bangalore,
22290,Canara Bank Colony,south,Bangalore,
30555,Munivenkatppa Layout,south,Bangalore,
32525,Shree Ananth Nagar Layout,south,Bangalore,
33305,Konanakunte Cross,south,Bangalore,
5381,Srinagar,south,Bangalore,
5469,Kathriguppe,south,Bangalore,
6809,Byrasandra ,south,Bangalore,
11426,Vasanthapura,south,Bangalore,
11652,Carmelaram,south,Bangalore,
15552,Hanumantha Nagar,south,Bangalore,
17230,Karuna Nagar,south,Bangalore,
17288,New Gurappana Palya,south,Bangalore,
17552,Nobo Nagar,south,Bangalore,
18830,Ilyas Nagar,south,Bangalore,
22053,Akshaya Vana,south,Bangalore,
22455,KAS Officers Colony,south,Bangalore,
25315,7th Block Koramangala,south,Bangalore,
33315,Bettadasanapura,south,Bangalore,
5492,Madiwala,south,Bangalore,
10878,4th Block Jayanagar,south,Bangalore,
10912,Sector 5 HSR Layout,south,Bangalore,
11352,Ashwini layout,south,Bangalore,
11668,Kodathi,south,Bangalore,
16354,Syndicate Bank Colony,south,Bangalore,
17572,Kyalasanahalli,south,Bangalore,
18532,Vajarahalli,south,Bangalore,
18850,Chunchgatta,south,Bangalore,
18854,Narayana Nagar 1st Block,south,Bangalore,
20083,Byagadadhenahalli,south,Bangalore,
25373,Poorna Pragna Layout,south,Bangalore,
25475,Nanjundeswara Layout,south,Bangalore,
26591,Gowda Muniswamy Garden,south,Bangalore,
27149,Venkatapura,south,Bangalore,
43998,Jeewan Sathi Colony,south,Bangalore,
44014,Billapura,south,Bangalore,
5491,Lakkasandra,south,Bangalore,
10846,3rd Block Koramangala,south,Bangalore,
10884,7th Block Jayanagar,south,Bangalore,
10890,3rd Block Jayanagar,south,Bangalore,
11300,Kanakapura,south,Bangalore,
11306,Panduranga Nagar,south,Bangalore,
14918,Challaghatta,south,Bangalore,
17236,Venugopal Reddy Layout,south,Bangalore,
17240,Shantiniketan Layout,south,Bangalore,
17292,NS Palya,south,Bangalore,
17562,Lakshmi Layout,south,Bangalore,
18536,Raghuvanahalli,south,Bangalore,
18838,Jyothi Nagar,south,Bangalore,
22615,Srinivasa Nagar,south,Bangalore,
26775,Kothnoor Dinne,south,Bangalore,
27427,Pragathi Nagar,south,Bangalore,
29149,Bank Of Baroda Colony,south,Bangalore,
30551,Doddakammanahalli,south,Bangalore,
41361,Classic Paradise Layout,south,Bangalore,
44489,New Bank Colony,south,Bangalore,
5397,NR Colony,south,Bangalore,
8354,Nayandanahalli,south,Bangalore,
10886,8th Block Jayanagar,south,Bangalore,
